000097,9,0.7208806818181819,0.16354166666666667
000097,13,0.7464488636363636,0.14895833333333333
000097,14,0.7876420454545455,0.13125
000097,1,0.03480113636363637,0.3989583333333333
000097,3,0.875,0.22604166666666667
000097,4,0.9644886363636364,0.2125
000097,5,0.5369318181818182,0.23854166666666665
000097,6,0.8941761363636364,0.165625
000097,7,0.9588068181818182,0.16145833333333334
000097,8,0.5646306818181819,0.37604166666666666
000097,10,0.9090909090909092,0.121875
000097,15,0.9616477272727273,0.2864583333333333
000097,16,0.7038352272727273,0.4635416666666667
000097,17,0.9048295454545455,0.6333333333333333
000097,18,0.7208806818181819,0.778125
