000113,9,0.7208806818181819,0.16354166666666667
000113,13,0.7464488636363636,0.14895833333333333
000113,14,0.7876420454545455,0.13125
000113,1,0.03409090909090909,0.3989583333333333
000113,3,0.9126420454545455,0.11979166666666667
000113,5,0.5355113636363636,0.2375
000113,16,0.9069602272727273,0.153125
000113,17,0.9815340909090909,0.175
000113,18,0.9495738636363636,0.16875
000113,19,0.8785511363636364,0.225
000113,20,0.9090909090909092,0.2739583333333333
000113,22,0.8373579545454546,0.5854166666666667
