000183,9,0.7208806818181819,0.16354166666666667
000183,13,0.7464488636363636,0.14895833333333333
000183,14,0.7876420454545455,0.13125
000183,1,0.037642045454545456,0.4
000183,5,0.5362215909090909,0.240625
000183,30,0.9140625,0.10416666666666667
000183,31,0.9772727272727273,0.15520833333333334
000183,32,0.953125,0.19375
000183,33,0.8813920454545455,0.18229166666666666
000183,34,0.890625,0.22395833333333334
000183,35,0.8252840909090909,0.284375
000183,36,0.8998579545454546,0.3927083333333333
